Time (s),Angle (deg),Torque (Nm),Cycle,,
2.924,-18.521929,-2.274134,1,2.274134,
2.926,-18.179187,-2.275905,1,2.275905,
2.928,-17.836444,-2.277677,1,2.277677,
2.93,-17.493701,-2.279448,1,2.279448,
2.932,-17.150958,-2.281219,1,2.281219,
2.934,-16.808216,-2.282991,1,2.282991,
2.936,-16.465473,-2.284762,1,2.284762,
2.938,-16.12273,-2.286533,1,2.286533,
2.94,-16.05,-2.288653,1,2.288653,
2.942,-16.05,-2.290866,1,2.290866,
2.944,-16.05,-2.293079,1,2.293079,
2.946,-16.05,-2.295292,1,2.295292,
2.948,-16.05,-2.297505,1,2.297505,
2.95,-16.05,-2.299719,1,2.299719,
2.952,-16.05,-2.301932,1,2.301932,
2.954,-16.05,-2.304145,1,2.304145,
2.956,-16.05,-2.306353,1,2.306353,
2.958,-16.05,-2.308394,1,2.308394,
2.96,-16.05,-2.310435,1,2.310435,
2.962,-16.05,-2.312476,1,2.312476,
2.964,-16.05,-2.314517,1,2.314517,
2.966,-16.05,-2.316558,1,2.316558,
2.968,-16.05,-2.318599,1,2.318599,
2.97,-16.05,-2.320641,1,2.320641,
2.972,-16.05,-2.322682,1,2.322682,
2.974,-16.05,-2.324723,1,2.324723,
2.976,-16.05,-2.326891,1,2.326891,
2.978,-16.05,-2.32917,1,2.32917,
2.98,-16.05,-2.331449,1,2.331449,
2.982,-16.05,-2.333728,1,2.333728,
2.984,-16.05,-2.336007,1,2.336007,
2.986,-16.05,-2.338286,1,2.338286,
2.988,-16.05,-2.340566,1,2.340566,
2.99,-16.05,-2.342845,1,2.342845,
2.992,-16.05,-2.345107,1,2.345107,
2.994,-16.05,-2.346862,1,2.346862,
2.996,-16.05,-2.348616,1,2.348616,
2.998,-16.05,-2.350371,1,2.350371,
3,-16.05,-2.352126,1,2.352126,
3.002,-16.05,-2.35388,1,2.35388,
3.004,-16.05,-2.355635,1,2.355635,
3.006,-16.05,-2.35739,1,2.35739,
3.008,-16.05,-2.359145,1,2.359145,
3.01,-16.05,-2.360899,1,2.360899,
3.012,-16.05,-2.362654,1,2.362654,
3.014,-16.05,-2.364409,1,2.364409,
3.016,-16.05,-2.364432,1,2.364432,
3.018,-16.05,-2.364432,1,2.364432,
3.02,-16.05,-2.364432,1,2.364432,
3.022,-16.05,-2.364432,1,2.364432,
3.024,-16.05,-2.364432,1,2.364432,
3.026,-16.05,-2.364432,1,2.364432,
3.028,-16.05,-2.364432,1,2.364432,
3.03,-16.05,-2.364432,1,2.364432,
3.032,-16.05,-2.364432,1,2.364432,
3.034,-15.629007,-2.364432,1,2.364432,
3.036,-15.187413,-2.364432,1,2.364432,
3.038,-14.745819,-2.364432,1,2.364432,
3.04,-14.304226,-2.364432,1,2.364432,
3.042,-13.862632,-2.364432,1,2.364432,
3.044,-13.421038,-2.364432,1,2.364432,
3.046,-12.979445,-2.364432,1,2.364432,
3.048,-12.68,-2.365143,1,2.365143,
3.05,-12.68,-2.367354,1,2.367354,
3.052,-12.68,-2.369565,1,2.369565,
3.054,-12.68,-2.371776,1,2.371776,
3.056,-12.68,-2.373986,1,2.373986,
3.058,-12.68,-2.376197,1,2.376197,
3.06,-12.68,-2.378408,1,2.378408,
3.062,-12.68,-2.380619,1,2.380619,
3.064,-12.68,-2.382829,1,2.382829,
3.066,-12.68,-2.383812,1,2.383812,
3.068,-12.68,-2.383812,1,2.383812,
3.07,-12.68,-2.383812,1,2.383812,
3.072,-12.68,-2.383812,1,2.383812,
3.074,-12.68,-2.383812,1,2.383812,
3.076,-12.68,-2.383812,1,2.383812,
3.078,-12.68,-2.383812,1,2.383812,
3.08,-12.68,-2.383812,1,2.383812,
3.082,-12.68,-2.383812,1,2.383812,
3.084,-12.68,-2.383812,1,2.383812,
3.086,-12.68,-2.383812,1,2.383812,
3.088,-12.68,-2.383812,1,2.383812,
3.09,-12.68,-2.383812,1,2.383812,
3.092,-12.68,-2.383812,1,2.383812,
3.094,-12.68,-2.383812,1,2.383812,
3.096,-12.68,-2.383812,1,2.383812,
3.098,-12.68,-2.383812,1,2.383812,
3.1,-12.68,-2.383812,1,2.383812,
3.102,-12.68,-2.383812,1,2.383812,
3.104,-12.68,-2.383812,1,2.383812,
3.106,-12.68,-2.383812,1,2.383812,
3.108,-12.68,-2.383812,1,2.383812,
3.11,-12.68,-2.383812,1,2.383812,
3.112,-12.68,-2.383812,1,2.383812,
3.114,-12.68,-2.383812,1,2.383812,
3.116,-12.68,-2.383812,1,2.383812,
3.118,-12.68,-2.383812,1,2.383812,
3.12,-12.68,-2.383812,1,2.383812,
3.122,-12.68,-2.383812,1,2.383812,
3.124,-12.68,-2.383812,1,2.383812,
3.126,-12.68,-2.383812,1,2.383812,
3.128,-12.68,-2.383812,1,2.383812,
3.13,-12.68,-2.383812,1,2.383812,
3.132,-12.68,-2.383812,1,2.383812,
3.134,-12.68,-2.383812,1,2.383812,
3.136,-12.68,-2.383812,1,2.383812,
3.138,-12.68,-2.383812,1,2.383812,
3.14,-12.68,-2.383812,1,2.383812,
3.142,-12.68,-2.383812,1,2.383812,
3.144,-12.520483,-2.403193,1,2.403193,
3.146,-12.205977,-2.403193,1,2.403193,
3.148,-11.891471,-2.403193,1,2.403193,
3.15,-11.576965,-2.403193,1,2.403193,
3.152,-11.262459,-2.403193,1,2.403193,
3.154,-10.947953,-2.403193,1,2.403193,
3.156,-10.633447,-2.403193,1,2.403193,
3.158,-10.318941,-2.403193,1,2.403193,
3.16,-10.004435,-2.403193,1,2.403193,
3.162,-9.689929,-2.403193,1,2.403193,
3.164,-9.39,-2.403193,1,2.403193,
3.166,-9.39,-2.403193,1,2.403193,
3.168,-9.39,-2.403193,1,2.403193,
3.17,-9.39,-2.403193,1,2.403193,
3.172,-9.39,-2.403193,1,2.403193,
3.174,-9.39,-2.403193,1,2.403193,
3.176,-9.39,-2.403193,1,2.403193,
3.178,-9.39,-2.403193,1,2.403193,
3.18,-9.39,-2.403193,1,2.403193,
3.182,-9.39,-2.403193,1,2.403193,
3.184,-9.39,-2.403193,1,2.403193,
3.186,-9.39,-2.403193,1,2.403193,
3.188,-9.39,-2.403193,1,2.403193,
3.19,-9.39,-2.403193,1,2.403193,
3.192,-9.39,-2.403193,1,2.403193,
3.194,-9.39,-2.403193,1,2.403193,
3.196,-9.39,-2.403193,1,2.403193,
3.198,-9.39,-2.404311,1,2.404311,
3.2,-9.39,-2.406416,1,2.406416,
3.202,-9.39,-2.40852,1,2.40852,
3.204,-9.39,-2.410625,1,2.410625,
3.206,-9.39,-2.412729,1,2.412729,
3.208,-9.39,-2.414834,1,2.414834,
3.21,-9.39,-2.416939,1,2.416939,
3.212,-9.39,-2.419043,1,2.419043,
3.214,-9.39,-2.421148,1,2.421148,
3.216,-9.39,-2.422573,1,2.422573,
3.218,-9.39,-2.422573,1,2.422573,
3.22,-9.39,-2.422573,1,2.422573,
3.222,-9.39,-2.422573,1,2.422573,
3.224,-9.39,-2.422573,1,2.422573,
3.226,-9.39,-2.422573,1,2.422573,
3.228,-9.39,-2.422573,1,2.422573,
3.23,-9.39,-2.422573,1,2.422573,
3.232,-9.39,-2.422573,1,2.422573,
3.234,-9.39,-2.422573,1,2.422573,
3.236,-9.39,-2.422573,1,2.422573,
3.238,-9.39,-2.422573,1,2.422573,
3.24,-9.39,-2.422573,1,2.422573,
3.242,-9.39,-2.422573,1,2.422573,
3.244,-9.39,-2.422573,1,2.422573,
3.246,-9.39,-2.422573,1,2.422573,
3.248,-9.39,-2.422573,1,2.422573,
3.25,-9.39,-2.422573,1,2.422573,
3.252,-9.39,-2.422573,1,2.422573,
3.254,-9.39,-2.422573,1,2.422573,
3.256,-9.39,-2.422573,1,2.422573,
3.258,-9.39,-2.422573,1,2.422573,
3.26,-9.39,-2.422573,1,2.422573,
3.262,-9.39,-2.422573,1,2.422573,
3.264,-9.39,-2.422573,1,2.422573,
3.266,-9.39,-2.422573,1,2.422573,
3.268,-9.39,-2.422573,1,2.422573,
3.27,-9.39,-2.422573,1,2.422573,
3.272,-9.39,-2.422573,1,2.422573,
3.274,-9.39,-2.422573,1,2.422573,
3.276,-9.143998,-2.422573,1,2.422573,
3.278,-8.738088,-2.422573,1,2.422573,
3.28,-8.332178,-2.422573,1,2.422573,
3.282,-7.926268,-2.422573,1,2.422573,
3.284,-7.520358,-2.422573,1,2.422573,
3.286,-7.114448,-2.422573,1,2.422573,
3.288,-6.708538,-2.422573,1,2.422573,
3.29,-6.302628,-2.422573,1,2.422573,
3.292,-5.896718,-2.422573,1,2.422573,
3.294,-5.89,-2.422573,1,2.422573,
3.296,-5.89,-2.422573,1,2.422573,
3.298,-5.89,-2.422573,1,2.422573,
3.3,-5.89,-2.422573,1,2.422573,
3.302,-5.89,-2.422573,1,2.422573,
3.304,-5.89,-2.422573,1,2.422573,
3.306,-5.89,-2.422573,1,2.422573,
3.308,-5.89,-2.422573,1,2.422573,
3.31,-5.89,-2.422573,1,2.422573,
3.312,-5.89,-2.422573,1,2.422573,
3.314,-5.89,-2.422573,1,2.422573,
3.316,-5.89,-2.422573,1,2.422573,
3.318,-5.89,-2.422573,1,2.422573,
3.32,-5.89,-2.422573,1,2.422573,
3.322,-5.89,-2.422573,1,2.422573,
3.324,-5.89,-2.422573,1,2.422573,
3.326,-5.89,-2.422573,1,2.422573,
3.328,-5.89,-2.422573,1,2.422573,
3.33,-5.89,-2.422573,1,2.422573,
3.332,-5.89,-2.422573,1,2.422573,
3.334,-5.89,-2.441954,1,2.441954,
3.336,-5.89,-2.441954,1,2.441954,
3.338,-5.89,-2.441954,1,2.441954,
3.34,-5.89,-2.441954,1,2.441954,
3.342,-5.89,-2.441954,1,2.441954,
3.344,-5.89,-2.441954,1,2.441954,
3.346,-5.89,-2.441954,1,2.441954,
3.348,-5.89,-2.441954,1,2.441954,
3.35,-5.89,-2.441954,1,2.441954,
3.352,-5.89,-2.441954,1,2.441954,
3.354,-5.89,-2.441954,1,2.441954,
3.356,-5.89,-2.441954,1,2.441954,
3.358,-5.89,-2.441954,1,2.441954,
3.36,-5.89,-2.441954,1,2.441954,
3.362,-5.89,-2.441954,1,2.441954,
3.364,-5.89,-2.441954,1,2.441954,
3.366,-5.89,-2.441954,1,2.441954,
3.368,-5.89,-2.441954,1,2.441954,
3.37,-5.89,-2.441954,1,2.441954,
3.372,-5.89,-2.441954,1,2.441954,
3.374,-5.89,-2.441954,1,2.441954,
3.376,-5.89,-2.441954,1,2.441954,
3.378,-5.89,-2.441954,1,2.441954,
3.38,-5.89,-2.441954,1,2.441954,
3.382,-5.89,-2.441954,1,2.441954,
3.384,-5.89,-2.441954,1,2.441954,
3.386,-5.89,-2.441954,1,2.441954,
3.388,-5.89,-2.441954,1,2.441954,
3.39,-5.89,-2.441954,1,2.441954,
3.392,-5.89,-2.441954,1,2.441954,
3.394,-5.89,-2.441954,1,2.441954,
3.396,-5.89,-2.441954,1,2.441954,
3.398,-5.89,-2.441954,1,2.441954,
3.4,-5.89,-2.441954,1,2.441954,
3.402,-5.89,-2.441954,1,2.441954,
3.404,-5.766743,-2.442579,1,2.442579,
3.406,-5.269939,-2.4451,1,2.4451,
3.408,-4.773135,-2.44762,1,2.44762,
3.41,-4.276331,-2.450141,1,2.450141,
3.412,-3.779527,-2.452661,1,2.452661,
3.414,-3.282723,-2.455182,1,2.455182,
3.416,-2.785919,-2.457702,1,2.457702,
3.418,-2.289115,-2.460223,1,2.460223,
3.42,-2.07,-2.461334,1,2.461334,
3.422,-2.07,-2.461334,1,2.461334,
3.424,-2.07,-2.461334,1,2.461334,
3.426,-2.07,-2.461334,1,2.461334,
3.428,-2.07,-2.461334,1,2.461334,
3.43,-2.07,-2.461334,1,2.461334,
3.432,-2.07,-2.461334,1,2.461334,
3.434,-2.07,-2.461334,1,2.461334,
3.436,-2.07,-2.461334,1,2.461334,
3.438,-2.07,-2.461334,1,2.461334,
3.44,-2.07,-2.461334,1,2.461334,
3.442,-2.07,-2.461334,1,2.461334,
3.444,-2.07,-2.461334,1,2.461334,
3.446,-2.07,-2.461334,1,2.461334,
3.448,-2.07,-2.461334,1,2.461334,
3.45,-2.07,-2.461334,1,2.461334,
3.452,-2.07,-2.461334,1,2.461334,
3.454,-2.07,-2.461334,1,2.461334,
3.456,-2.07,-2.461334,1,2.461334,
3.458,-2.07,-2.461334,1,2.461334,
3.46,-2.07,-2.461334,1,2.461334,
3.462,-2.07,-2.461722,1,2.461722,
3.464,-2.07,-2.464076,1,2.464076,
3.466,-2.07,-2.46643,1,2.46643,
3.468,-2.07,-2.468784,1,2.468784,
3.47,-2.07,-2.471138,1,2.471138,
3.472,-2.07,-2.473492,1,2.473492,
3.474,-2.07,-2.475846,1,2.475846,
3.476,-2.07,-2.4782,1,2.4782,
3.478,-2.07,-2.480554,1,2.480554,
3.48,-2.07,-2.480715,1,2.480715,
3.482,-2.07,-2.480715,1,2.480715,
3.484,-2.07,-2.480715,1,2.480715,
3.486,-2.07,-2.480715,1,2.480715,
3.488,-2.07,-2.480715,1,2.480715,
3.49,-2.07,-2.480715,1,2.480715,
3.492,-2.07,-2.480715,1,2.480715,
3.494,-2.07,-2.480715,1,2.480715,
3.496,-2.07,-2.480715,1,2.480715,
3.498,-2.07,-2.480715,1,2.480715,
3.5,-2.07,-2.480715,1,2.480715,
3.502,-2.07,-2.480715,1,2.480715,
3.504,-2.07,-2.480715,1,2.480715,
3.506,-2.07,-2.480715,1,2.480715,
3.508,-2.07,-2.480715,1,2.480715,
3.51,-2.07,-2.480715,1,2.480715,
3.512,-2.07,-2.480715,1,2.480715,
3.514,-2.07,-2.480715,1,2.480715,
3.516,-2.07,-2.480715,1,2.480715,
3.518,-2.07,-2.480715,1,2.480715,
3.52,-2.07,-2.480715,1,2.480715,
3.522,-2.07,-2.480715,1,2.480715,
3.524,-2.07,-2.480715,1,2.480715,
3.526,-2.07,-2.480715,1,2.480715,
3.528,-2.07,-2.480715,1,2.480715,
3.53,-2.07,-2.480715,1,2.480715,
3.532,-2.07,-2.480715,1,2.480715,
3.534,-1.576851,-2.483153,2,2.483153,
3.536,-1.042474,-2.485795,2,2.485795,
3.538,-0.508097,-2.488437,2,2.488437,
3.54,0.026279,-2.491079,2,2.491079,
3.542,0.560656,-2.493721,2,2.493721,
3.544,1.095033,-2.496363,2,2.496363,
3.546,1.629409,-2.499005,2,2.499005,
3.548,1.85,-2.500096,2,2.500096,
3.55,1.85,-2.500096,2,2.500096,
3.552,1.85,-2.500096,2,2.500096,
3.554,1.85,-2.500096,2,2.500096,
3.556,1.85,-2.500096,2,2.500096,
3.558,1.85,-2.500096,2,2.500096,
3.56,1.85,-2.500096,2,2.500096,
3.562,1.85,-2.500096,2,2.500096,
3.564,1.85,-2.500096,2,2.500096,
3.566,1.85,-2.500096,2,2.500096,
3.568,1.85,-2.500096,2,2.500096,
3.57,1.85,-2.500096,2,2.500096,
3.572,1.85,-2.500096,2,2.500096,
3.574,1.85,-2.500096,2,2.500096,
3.576,1.85,-2.500096,2,2.500096,
3.578,1.85,-2.500096,2,2.500096,
3.58,1.85,-2.500096,2,2.500096,
3.582,1.85,-2.500096,2,2.500096,
3.584,1.85,-2.500096,2,2.500096,
3.586,1.85,-2.500096,2,2.500096,
3.588,1.85,-2.500096,2,2.500096,
3.59,1.85,-2.500096,2,2.500096,
3.592,1.85,-2.500096,2,2.500096,
3.594,1.85,-2.500096,2,2.500096,
3.596,1.85,-2.500096,2,2.500096,
3.598,1.85,-2.500096,2,2.500096,
3.6,1.85,-2.500096,2,2.500096,
3.602,1.85,-2.500096,2,2.500096,
3.604,1.85,-2.500096,2,2.500096,
3.606,1.85,-2.500096,2,2.500096,
3.608,1.85,-2.500096,2,2.500096,
3.61,1.85,-2.500096,2,2.500096,
3.612,1.85,-2.500096,2,2.500096,
3.614,1.85,-2.500096,2,2.500096,
3.616,1.85,-2.500096,2,2.500096,
3.618,1.85,-2.500096,2,2.500096,
3.62,1.85,-2.500096,2,2.500096,
3.622,1.85,-2.500096,2,2.500096,
3.624,1.85,-2.500096,2,2.500096,
3.626,1.85,-2.500096,2,2.500096,
3.628,1.85,-2.500096,2,2.500096,
3.63,1.85,-2.500096,2,2.500096,
3.632,1.85,-2.500096,2,2.500096,
3.634,1.85,-2.500096,2,2.500096,
3.636,1.85,-2.500096,2,2.500096,
3.638,1.85,-2.500096,2,2.500096,
3.64,1.85,-2.500096,2,2.500096,
3.642,1.85,-2.500096,2,2.500096,
3.644,1.85,-2.500096,2,2.500096,
3.646,1.85,-2.500096,2,2.500096,
3.648,2.215233,-2.500096,2,2.500096,
3.65,2.706137,-2.500096,2,2.500096,
3.652,3.197041,-2.500096,2,2.500096,
3.654,3.687945,-2.500096,2,2.500096,
3.656,4.178849,-2.500096,2,2.500096,
3.658,4.669753,-2.500096,2,2.500096,
3.66,5.160657,-2.500096,2,2.500096,
3.662,5.64,-2.500096,2,2.500096,
3.664,5.64,-2.500096,2,2.500096,
3.666,5.64,-2.500096,2,2.500096,
3.668,5.64,-2.500096,2,2.500096,
3.67,5.64,-2.500096,2,2.500096,
3.672,5.64,-2.500096,2,2.500096,
3.674,5.64,-2.500096,2,2.500096,
3.676,5.64,-2.500096,2,2.500096,
3.678,5.64,-2.499024,2,2.499024,
3.68,5.64,-2.496413,2,2.496413,
3.682,5.64,-2.493802,2,2.493802,
3.684,5.64,-2.491191,2,2.491191,
3.686,5.64,-2.48858,2,2.48858,
3.688,5.64,-2.485969,2,2.485969,
3.69,5.64,-2.483358,2,2.483358,
3.692,5.64,-2.480747,2,2.480747,
3.694,5.64,-2.480715,2,2.480715,
3.696,5.64,-2.480715,2,2.480715,
3.698,5.64,-2.480715,2,2.480715,
3.7,5.64,-2.480715,2,2.480715,
3.702,5.64,-2.480715,2,2.480715,
3.704,5.64,-2.480715,2,2.480715,
3.706,5.64,-2.480715,2,2.480715,
3.708,5.64,-2.480715,2,2.480715,
3.71,5.64,-2.480715,2,2.480715,
3.712,5.64,-2.480715,2,2.480715,
3.714,5.64,-2.480715,2,2.480715,
3.716,5.64,-2.480715,2,2.480715,
3.718,5.64,-2.480715,2,2.480715,
3.72,5.64,-2.480715,2,2.480715,
3.722,5.64,-2.480715,2,2.480715,
3.724,5.64,-2.480715,2,2.480715,
3.726,5.64,-2.480715,2,2.480715,
3.728,5.64,-2.480715,2,2.480715,
3.73,5.64,-2.480715,2,2.480715,
3.732,5.64,-2.480715,2,2.480715,
3.734,5.64,-2.479817,2,2.479817,
3.736,5.64,-2.477978,2,2.477978,
3.738,5.64,-2.476138,2,2.476138,
3.74,5.64,-2.474299,2,2.474299,
3.742,5.64,-2.47246,2,2.47246,
3.744,5.64,-2.470621,2,2.470621,
3.746,5.64,-2.468782,2,2.468782,
3.748,5.64,-2.466943,2,2.466943,
3.75,5.64,-2.465104,2,2.465104,
3.752,5.64,-2.463265,2,2.463265,
3.754,5.64,-2.461426,2,2.461426,
3.756,6.029964,-2.461334,2,2.461334,
3.758,6.440301,-2.461334,2,2.461334,
3.76,6.850638,-2.461334,2,2.461334,
3.762,7.260975,-2.461334,2,2.461334,
3.764,7.671312,-2.461334,2,2.461334,
3.766,8.081649,-2.461334,2,2.461334,
3.768,8.491986,-2.461334,2,2.461334,
3.77,8.902323,-2.461334,2,2.461334,
3.772,8.98,-2.460132,2,2.460132,
3.774,8.98,-2.45693,2,2.45693,
3.776,8.98,-2.453727,2,2.453727,
3.778,8.98,-2.450525,2,2.450525,
3.78,8.98,-2.447323,2,2.447323,
3.782,8.98,-2.444121,2,2.444121,
3.784,8.98,-2.441954,2,2.441954,
3.786,8.98,-2.441954,2,2.441954,
3.788,8.98,-2.441954,2,2.441954,
3.79,8.98,-2.441954,2,2.441954,
3.792,8.98,-2.441954,2,2.441954,
3.794,8.98,-2.441954,2,2.441954,
3.796,8.98,-2.441954,2,2.441954,
3.798,8.98,-2.441954,2,2.441954,
3.8,8.98,-2.441954,2,2.441954,
3.802,8.98,-2.441954,2,2.441954,
3.804,8.98,-2.441954,2,2.441954,
3.806,8.98,-2.439653,2,2.439653,
3.808,8.98,-2.437304,2,2.437304,
3.81,8.98,-2.434956,2,2.434956,
3.812,8.98,-2.432607,2,2.432607,
3.814,8.98,-2.430259,2,2.430259,
3.816,8.98,-2.42791,2,2.42791,
3.818,8.98,-2.425561,2,2.425561,
3.82,8.98,-2.423213,2,2.423213,
3.822,8.98,-2.422573,2,2.422573,
3.824,8.98,-2.422573,2,2.422573,
3.826,8.98,-2.422573,2,2.422573,
3.828,8.98,-2.422573,2,2.422573,
3.83,8.98,-2.422573,2,2.422573,
3.832,8.98,-2.422573,2,2.422573,
3.834,8.98,-2.422573,2,2.422573,
3.836,8.98,-2.422573,2,2.422573,
3.838,8.98,-2.422573,2,2.422573,
3.84,8.98,-2.422573,2,2.422573,
3.842,8.98,-2.422573,2,2.422573,
3.844,8.98,-2.422573,2,2.422573,
3.846,8.98,-2.421026,2,2.421026,
3.848,8.98,-2.419234,2,2.419234,
3.85,8.98,-2.417441,2,2.417441,
3.852,8.98,-2.415648,2,2.415648,
3.854,8.98,-2.413855,2,2.413855,
3.856,8.98,-2.412063,2,2.412063,
3.858,8.98,-2.41027,2,2.41027,
3.86,8.98,-2.408477,2,2.408477,
3.862,8.98,-2.406684,2,2.406684,
3.864,8.98,-2.404892,2,2.404892,
3.866,8.98,-2.402865,2,2.402865,
3.868,8.98,-2.396598,2,2.396598,
3.87,8.98,-2.390331,2,2.390331,
3.872,8.98,-2.384064,2,2.384064,
3.874,9.275186,-2.383812,2,2.383812,
3.876,9.58272,-2.383812,2,2.383812,
3.878,9.890254,-2.383812,2,2.383812,
3.88,10.197787,-2.383812,2,2.383812,
3.882,10.505321,-2.383812,2,2.383812,
3.884,10.812855,-2.383812,2,2.383812,
3.886,11.120388,-2.383812,2,2.383812,
3.888,11.427922,-2.383812,2,2.383812,
3.89,11.735456,-2.383812,2,2.383812,
3.892,12.042989,-2.383812,2,2.383812,
3.894,12.350523,-2.383812,2,2.383812,
3.896,12.41,-2.381871,2,2.381871,
3.898,12.41,-2.379464,2,2.379464,
3.9,12.41,-2.377056,2,2.377056,
3.902,12.41,-2.374649,2,2.374649,
3.904,12.41,-2.372242,2,2.372242,
3.906,12.41,-2.369835,2,2.369835,
3.908,12.41,-2.367428,2,2.367428,
3.91,12.41,-2.365021,2,2.365021,
3.912,12.41,-2.364432,2,2.364432,
3.914,12.41,-2.364432,2,2.364432,
3.916,12.41,-2.364432,2,2.364432,
3.918,12.41,-2.364432,2,2.364432,
3.92,12.41,-2.364432,2,2.364432,
3.922,12.41,-2.364432,2,2.364432,
3.924,12.41,-2.363811,2,2.363811,
3.926,12.41,-2.361944,2,2.361944,
3.928,12.41,-2.360077,2,2.360077,
3.93,12.41,-2.35821,2,2.35821,
3.932,12.41,-2.356343,2,2.356343,
3.934,12.41,-2.354475,2,2.354475,
3.936,12.41,-2.352608,2,2.352608,
3.938,12.41,-2.350741,2,2.350741,
3.94,12.41,-2.348874,2,2.348874,
3.942,12.41,-2.347007,2,2.347007,
3.944,12.41,-2.34514,2,2.34514,
3.946,12.41,-2.345051,2,2.345051,
3.948,12.41,-2.345051,2,2.345051,
3.95,12.41,-2.345051,2,2.345051,
3.952,12.41,-2.345051,2,2.345051,
3.954,12.41,-2.345051,2,2.345051,
3.956,12.41,-2.345051,2,2.345051,
3.958,12.41,-2.345051,2,2.345051,
3.96,12.41,-2.343807,2,2.343807,
3.962,12.41,-2.340697,2,2.340697,
3.964,12.41,-2.337587,2,2.337587,
3.966,12.41,-2.334476,2,2.334476,
3.968,12.41,-2.331366,2,2.331366,
3.97,12.41,-2.328256,2,2.328256,
3.972,12.41,-2.325379,2,2.325379,
3.974,12.41,-2.323653,2,2.323653,
3.976,12.41,-2.321926,2,2.321926,
3.978,12.41,-2.320199,2,2.320199,
3.98,12.41,-2.318473,2,2.318473,
3.982,12.41,-2.316746,2,2.316746,
3.984,12.41,-2.315019,2,2.315019,
3.986,12.41,-2.313293,2,2.313293,
3.988,12.41,-2.311566,2,2.311566,
3.99,12.41,-2.309839,2,2.309839,
3.992,12.41,-2.308113,2,2.308113,
3.994,12.41,-2.306386,2,2.306386,
3.996,12.866864,-2.303897,2,2.303897,
3.998,13.350625,-2.301363,2,2.301363,
4,13.834387,-2.298829,2,2.298829,
4.002,14.318148,-2.296295,2,2.296295,
4.004,14.801909,-2.293761,2,2.293761,
4.006,15.285671,-2.291227,2,2.291227,
4.008,15.769432,-2.288693,2,2.288693,
4.01,16.11,-2.286909,2,2.286909,
4.012,16.11,-2.286909,2,2.286909,
4.014,16.11,-2.286909,2,2.286909,
4.016,16.11,-2.286909,2,2.286909,
4.018,16.11,-2.285031,2,2.285031,
4.02,16.11,-2.282806,2,2.282806,
4.022,16.11,-2.280581,2,2.280581,
4.024,16.11,-2.278357,2,2.278357,
4.026,16.11,-2.276132,2,2.276132,
4.028,16.11,-2.273908,2,2.273908,
4.03,16.11,-2.271683,2,2.271683,
4.032,16.11,-2.269458,2,2.269458,
4.034,16.11,-2.267529,2,2.267529,
4.036,16.11,-2.267529,2,2.267529,
4.038,16.11,-2.267529,2,2.267529,
4.04,16.11,-2.267529,2,2.267529,
4.042,16.11,-2.267529,2,2.267529,
4.044,16.11,-2.267529,2,2.267529,
4.046,16.11,-2.267529,2,2.267529,
4.048,16.11,-2.267529,2,2.267529,
4.05,16.11,-2.265098,2,2.265098,
4.052,16.11,-2.259048,2,2.259048,
4.054,16.11,-2.252997,2,2.252997,
4.056,16.11,-2.248148,2,2.248148,
4.058,16.11,-2.248148,2,2.248148,
4.06,16.11,-2.248148,2,2.248148,
4.062,16.11,-2.248148,2,2.248148,
4.064,16.11,-2.246617,2,2.246617,
4.066,16.11,-2.244826,2,2.244826,
4.068,16.11,-2.243035,2,2.243035,
4.07,16.11,-2.241244,2,2.241244,
4.072,16.11,-2.239453,2,2.239453,
4.074,16.11,-2.237662,2,2.237662,
4.076,16.11,-2.235871,2,2.235871,
4.078,16.11,-2.23408,2,2.23408,
4.08,16.11,-2.232289,2,2.232289,
4.082,16.11,-2.230498,2,2.230498,
4.084,16.11,-2.228688,2,2.228688,
4.086,16.11,-2.226356,2,2.226356,
4.088,16.11,-2.224024,2,2.224024,
4.09,16.11,-2.221693,2,2.221693,
4.092,16.11,-2.219361,2,2.219361,
4.094,16.11,-2.217029,2,2.217029,
4.096,16.11,-2.214697,2,2.214697,
4.098,16.11,-2.212365,2,2.212365,
4.1,16.11,-2.210033,2,2.210033,
4.102,16.484856,-2.207256,2,2.207256,
4.104,17.0034,-2.204309,2,2.204309,
4.106,17.521945,-2.201362,2,2.201362,
4.108,18.040489,-2.198415,2,2.198415,
4.11,18.559033,-2.195468,2,2.195468,
4.112,19.077578,-2.192521,2,2.192521,
4.114,19.52,-2.189723,2,2.189723,
4.116,19.52,-2.187792,2,2.187792,
4.118,19.52,-2.185862,2,2.185862,
4.12,19.52,-2.183931,2,2.183931,
4.122,19.52,-2.182001,2,2.182001,
4.124,19.52,-2.18007,2,2.18007,
4.126,19.52,-2.178139,2,2.178139,
4.128,19.52,-2.176209,2,2.176209,
4.13,19.52,-2.174278,2,2.174278,
4.132,19.52,-2.172348,2,2.172348,
4.134,19.52,-2.170233,2,2.170233,
4.136,19.52,-2.166597,2,2.166597,
4.138,19.52,-2.162962,2,2.162962,
4.14,19.52,-2.159326,2,2.159326,
4.142,19.52,-2.15569,2,2.15569,
4.144,19.52,-2.152055,2,2.152055,
4.146,19.52,-2.148419,2,2.148419,
4.148,19.52,-2.144784,2,2.144784,
4.15,19.52,-2.141148,2,2.141148,
4.152,19.52,-2.137512,2,2.137512,
4.154,19.52,-2.133877,2,2.133877,
4.156,19.52,-2.131865,2,2.131865,
