%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 1/26/2026 5:10:24 PM
SAMPLE INFO = ///DEVELOPMENT/2026-01-23
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.214286
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [9335,9335,9335,9335,9335,9335,9335]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,18.670000,35.000000,34.503018,8.882244]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-35.000000,-34.493402,-2.127067]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000386,0.043356]
COLUMN_STOP = [1.000000,3.000000,4.000000,18.670000,0.040000,-1.410978,2.058291]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.174000,5.160000,3.719050,2.779452
1.000000,3.000000,1.000000,0.176000,5.220000,3.778229,2.789282
1.000000,3.000000,1.000000,0.178000,5.280000,3.837468,2.792052
1.000000,3.000000,1.000000,0.180000,5.340000,3.896851,2.785517
1.000000,3.000000,1.000000,0.182000,5.400000,3.956438,2.771272
1.000000,3.000000,1.000000,0.184000,5.460000,4.016259,2.753805
1.000000,3.000000,1.000000,0.186000,5.520000,4.076313,2.738570
1.000000,3.000000,1.000000,0.188000,5.580000,4.136572,2.729873
1.000000,3.000000,1.000000,0.190000,5.640000,4.196998,2.729362
1.000000,3.000000,1.000000,0.192000,5.700000,4.257545,2.735620
1.000000,3.000000,1.000000,0.194000,5.760000,4.318172,2.744892
1.000000,3.000000,1.000000,0.196000,5.820000,4.378841,2.752590
1.000000,3.000000,1.000000,0.198000,5.880000,4.439518,2.754951
1.000000,3.000000,1.000000,0.200000,5.940000,4.500168,2.750250
1.000000,3.000000,1.000000,0.202000,6.000000,4.560754,2.739184
1.000000,3.000000,1.000000,0.204000,6.060000,4.621231,2.724386
1.000000,3.000000,1.000000,0.206000,6.120000,4.681557,2.709347
1.000000,3.000000,1.000000,0.208000,6.180000,4.741692,2.697187
1.000000,3.000000,1.000000,0.210000,6.240000,4.801611,2.689727
1.000000,3.000000,1.000000,0.212000,6.300000,4.861306,2.687126
1.000000,3.000000,1.000000,0.214000,6.360000,4.920792,2.688133
1.000000,3.000000,1.000000,0.216000,6.420000,4.980102,2.690746
1.000000,3.000000,1.000000,0.218000,6.480000,5.039286,2.692999
1.000000,3.000000,1.000000,0.220000,6.540000,5.098401,2.693580
1.000000,3.000000,1.000000,0.222000,6.600000,5.157508,2.692087
1.000000,3.000000,1.000000,0.224000,6.660000,5.216663,2.688930
1.000000,3.000000,1.000000,0.226000,6.720000,5.275915,2.684985
1.000000,3.000000,1.000000,0.228000,6.780000,5.335301,2.681176
1.000000,3.000000,1.000000,0.230000,6.840000,5.394854,2.678155
1.000000,3.000000,1.000000,0.232000,6.900000,5.454591,2.676163
1.000000,3.000000,1.000000,0.234000,6.960000,5.514522,2.675063
1.000000,3.000000,1.000000,0.236000,7.020000,5.574645,2.674486
1.000000,3.000000,1.000000,0.238000,7.080000,5.634942,2.673981
1.000000,3.000000,1.000000,0.240000,7.140000,5.695389,2.673132
1.000000,3.000000,1.000000,0.242000,7.200000,5.755950,2.671612
1.000000,3.000000,1.000000,0.244000,7.260000,5.816587,2.669202
1.000000,3.000000,1.000000,0.246000,7.320000,5.877262,2.665809
1.000000,3.000000,1.000000,0.248000,7.380000,5.937945,2.661496
1.000000,3.000000,1.000000,0.250000,7.440000,5.998614,2.656513
1.000000,3.000000,1.000000,0.252000,7.500000,6.059255,2.651285
1.000000,3.000000,1.000000,0.254000,7.560000,6.119858,2.646330
1.000000,3.000000,1.000000,0.256000,7.620000,6.180410,2.642102
1.000000,3.000000,1.000000,0.258000,7.680000,6.240891,2.638813
1.000000,3.000000,1.000000,0.260000,7.740000,6.301268,2.636298
1.000000,3.000000,1.000000,0.262000,7.800000,6.361501,2.634016
1.000000,3.000000,1.000000,0.264000,7.860000,6.421545,2.631202
1.000000,3.000000,1.000000,0.266000,7.920000,6.481364,2.627152
1.000000,3.000000,1.000000,0.268000,7.980000,6.540940,2.621540
1.000000,3.000000,1.000000,0.270000,8.040000,6.600281,2.614634
1.000000,3.000000,1.000000,0.272000,8.100000,6.659431,2.607316
1.000000,3.000000,1.000000,0.274000,8.160000,6.718462,2.600853
1.000000,3.000000,1.000000,0.276000,8.220000,6.777469,2.596502
1.000000,3.000000,1.000000,0.278000,8.280000,6.836554,2.595055
1.000000,3.000000,1.000000,0.280000,8.340000,6.895809,2.596530
1.000000,3.000000,1.000000,0.282000,8.400000,6.955305,2.600100
1.000000,3.000000,1.000000,0.284000,8.460000,7.015083,2.604331
1.000000,3.000000,1.000000,0.286000,8.520000,7.075148,2.607644
1.000000,3.000000,1.000000,0.288000,8.580000,7.135476,2.608828
1.000000,3.000000,1.000000,0.290000,8.640000,7.196023,2.607429
1.000000,3.000000,1.000000,0.292000,8.700000,7.256734,2.603860
1.000000,3.000000,1.000000,0.294000,8.760000,7.317554,2.599193
1.000000,3.000000,1.000000,0.296000,8.820000,7.378432,2.594717
1.000000,3.000000,1.000000,0.298000,8.880000,7.439325,2.591429
1.000000,3.000000,1.000000,0.300000,8.940000,7.500196,2.589658
1.000000,3.000000,1.000000,0.302000,9.000000,7.561007,2.588976
1.000000,3.000000,1.000000,0.304000,9.060000,7.621721,2.588403
1.000000,3.000000,1.000000,0.306000,9.120000,7.682298,2.586854
1.000000,3.000000,1.000000,0.308000,9.180000,7.742697,2.583606
1.000000,3.000000,1.000000,0.310000,9.240000,7.802884,2.578630
1.000000,3.000000,1.000000,0.312000,9.300000,7.862835,2.572631
1.000000,3.000000,1.000000,0.314000,9.360000,7.922548,2.566789
1.000000,3.000000,1.000000,0.316000,9.420000,7.982039,2.562318
1.000000,3.000000,1.000000,0.318000,9.480000,8.041349,2.560001
1.000000,3.000000,1.000000,0.320000,9.540000,8.100540,2.559900
1.000000,3.000000,1.000000,0.322000,9.600000,8.159681,2.561338
1.000000,3.000000,1.000000,0.324000,9.660000,8.218848,2.563167
1.000000,3.000000,1.000000,0.326000,9.720000,8.278109,2.564218
1.000000,3.000000,1.000000,0.328000,9.780000,8.337520,2.563755
1.000000,3.000000,1.000000,0.330000,9.840000,8.397121,2.561743
1.000000,3.000000,1.000000,0.332000,9.900000,8.456934,2.558849
1.000000,3.000000,1.000000,0.334000,9.960000,8.516966,2.556142
1.000000,3.000000,1.000000,0.336000,10.020000,8.577207,2.554642
1.000000,3.000000,1.000000,0.338000,10.080000,8.637638,2.554870
1.000000,3.000000,1.000000,0.340000,10.140000,8.698231,2.556598
1.000000,3.000000,1.000000,0.342000,10.200000,8.758952,2.558893
1.000000,3.000000,1.000000,0.344000,10.260000,8.819767,2.560448
1.000000,3.000000,1.000000,0.346000,10.320000,8.880636,2.560077
1.000000,3.000000,1.000000,0.348000,10.380000,8.941524,2.557191
1.000000,3.000000,1.000000,0.350000,10.440000,9.002394,2.552050
1.000000,3.000000,1.000000,0.352000,10.500000,9.063216,2.545711
1.000000,3.000000,1.000000,0.354000,10.560000,9.123959,2.539659
1.000000,3.000000,1.000000,0.356000,10.620000,9.184596,2.535273
1.000000,3.000000,1.000000,0.358000,10.680000,9.245098,2.533309
1.000000,3.000000,1.000000,0.360000,10.740000,9.305440,2.533616
1.000000,3.000000,1.000000,0.362000,10.800000,9.365597,2.535180
1.000000,3.000000,1.000000,0.364000,10.860000,9.425549,2.536500
1.000000,3.000000,1.000000,0.366000,10.920000,9.485283,2.536152
1.000000,3.000000,1.000000,0.368000,10.980000,9.544801,2.533340
1.000000,3.000000,1.000000,0.370000,11.040000,9.604124,2.528224
